,Unnamed: 0,date,type,pt_time,demand,fk_temp,fk_q_temp,fk_precipit,fk_ni_precipit,fk_q_precipit,fk_suntime,fk_ni_suntime,fk_q_suntime,fk_windspeed,fk_q_windspeed,fk_windroot,fk_q_windroot,fk_humidity,fk_q_humidity,fk_sunpower,fk_q_sunpower,fk_weather,fk_q_weather,fk_seaatom,fk_q_seaatom,kg_temp,kg_q_temp,kg_precipit,kg_ni_precipit,kg_q_precipit,kg_suntime,kg_ni_suntime,kg_q_suntime,kg_windspeed,kg_q_windspeed,kg_windroot,kg_q_windroot,kg_humidity,kg_q_humidity,kg_sunpower,kg_q_sunpower,kg_weather,kg_q_weather,kg_seaatom,kg_q_seaatom,km_temp,km_q_temp,km_precipit,km_ni_precipit,km_q_precipit,km_suntime,km_ni_suntime,km_q_suntime,km_windspeed,km_q_windspeed,km_windroot,km_q_windroot,km_humidity,km_q_humidity,km_sunpower,km_q_sunpower,km_weather,km_q_weather,km_seaatom,km_q_seaatom
168,168,2020-01-08,2,00:00:00,827,16.7,8,0.0,8,1,0,1,18.5,8,1,0.0,1.0,1,82,1,7.4,ìÏêº,8,1007.7,8,19.0,8,0.0,8,1,0,1,2.0,8,1,0.0,1.0,1,91.0,1,5.5,ìÏìÏêº,8,1011.8,8,17.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,3.5,ìÏìÏêº,8,1008.0,8
336,336,2020-01-15,2,00:00:00,1002,4.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91,1,1.7,ìÏìå,8,1024.7,8,6.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,3.0,ñkêº,8,1023.7,8,3.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,0.8,êºñkêº,8,1025.0,8
504,504,2020-01-22,2,00:00:00,968,6.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.0,ìÏìÏìå,8,1027.5,8,7.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,3.6,ñk,8,1027.3,8,3.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,1.4,ñkñkìå,8,1027.7,8
672,672,2020-01-29,2,00:00:00,874,11.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,7.0,ñk,8,1014.1,8,9.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,2.6,êºñkêº,8,1013.6,8,8.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,0.6,ñkñkìå,8,1013.8,8
840,840,2020-02-05,2,00:00:00,951,6.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73,1,1.1,êºìÏêº,8,1023.7,8,9.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,3.4,ñkêº,8,1022.6,8,3.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.7,ñk,8,1024.1,8
1008,1008,2020-02-12,2,00:00:00,876,10.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,54,1,1.6,ìÏìå,8,1026.6,8,12.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,1.6,ñkñkìå,8,1026.9,8,8.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,0.5,ñk,8,1027.3,8
1176,1176,2020-02-19,2,00:00:00,1071,2.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.8,ìÏìå,8,1028.1,8,2.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.1,ñkêº,8,1027.9,8,1.3,8,0.0,8,1,1,1,0.0,8,1,0.0,1.0,1,90.0,1,1.2,ñkñkìå,8,1028.9,8
1344,1344,2020-02-26,2,00:00:00,786,12.7,8,0.0,8,1,0,1,1.0,8,1,0.0,1.0,1,98,1,2.7,ñkñkêº,8,1015.8,8,19.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,2.4,êºñkêº,8,1014.6,8,16.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,97.0,1,4.0,ìÏêº,8,1014.3,8
1512,1512,2020-03-04,2,00:00:00,824,12.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,1.3,ñkêº,8,1019.4,8,14.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,1.2,ìåñkìå,8,1019.8,8,12.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.5,ìÏìÏêº,8,1019.6,8
1680,1680,2020-03-11,2,00:00:00,822,11.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,3.2,êº,8,1010.6,8,12.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68.0,1,3.6,ñkêº,8,1010.8,8,10.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,3.8,êºìÏêº,8,1010.8,8
1848,1848,2020-03-18,2,00:00:00,851,12.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,2.9,ìÏìÏêº,8,1017.2,8,9.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,3.0,ñkñkêº,8,1018.5,8,9.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,86.0,1,1.2,ñkñkìå,8,1018.0,8
2016,2016,2020-03-25,2,00:00:00,778,11.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,30,1,3.4,ìÏìå,8,1021.4,8,12.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,2.3,ñkñkêº,8,1020.4,8,10.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,49.0,1,0.9,ñkìå,8,1021.0,8
2184,2184,2020-04-01,2,00:00:00,765,14.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,95,1,1.0,ñkñkìå,8,1011.3,8,16.8,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,90.0,1,1.8,ìÏêº,8,1010.2,8,14.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,99.0,1,1.3,ìÏìÏìå,8,1010.7,8
2352,2352,2020-04-08,2,00:00:00,769,12.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65,1,3.0,ìÏìå,8,1015.5,8,11.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.5,ñkêº,8,1015.8,8,10.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.8,ñkñkìå,8,1016.4,8
2520,2520,2020-04-15,2,00:00:00,776,10.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56,1,1.2,ìÏìå,8,1016.3,8,13.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,1.7,ñk,8,1016.7,8,11.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,1.4,ñk,8,1016.9,8
2688,2688,2020-04-22,2,00:00:00,744,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,35,1,4.2,êºñkêº,8,1017.8,8,14.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,50.0,1,3.0,ñkêº,8,1017.0,8,12.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,39.0,1,3.8,êº,8,1017.6,8
3192,3192,2020-05-13,2,00:00:00,688,19.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58,1,4.3,ìÏêº,8,1010.8,8,17.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,2.5,ñkñkêº,8,1012.1,8,17.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,2.3,ìÏìå,8,1011.2,8
3360,3360,2020-05-20,2,00:00:00,702,17.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.8,êºìÏêº,8,1006.5,8,19.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,4.8,êº,8,1006.8,8,17.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,3.6,êºñkêº,8,1006.9,8
3528,3528,2020-05-27,2,00:00:00,720,18.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.7,ìÏìå,8,1008.9,8,20.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,92.0,1,1.1,ñk,8,1009.2,8,18.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,96.0,1,1.1,ìÏêº,8,1009.2,8
3696,3696,2020-06-03,2,00:00:00,725,21.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,2.3,ìÏìå,8,1007.0,8,22.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,1.1,êºñkêº,8,1008.5,8,20.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,87.0,1,0.9,ìÏìÏìå,8,1008.4,8
3864,3864,2020-06-10,2,00:00:00,759,25.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,2.2,ìÏìå,8,1013.5,8,23.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,1.1,ìÏìÏêº,8,1012.6,8,24.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,5.1,ìåñkìå,8,1013.0,8
4032,4032,2020-06-17,2,00:00:00,777,23.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,0.7,ñkêº,8,1006.0,8,22.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,1.4,ñkñkêº,8,1005.5,8,23.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,0.6,ñkìå,8,1005.6,8
4200,4200,2020-06-24,2,00:00:00,785,25.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,1.4,ìÏìå,8,1008.8,8,24.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,1.5,ìÏìÏêº,8,1009.4,8,24.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,1.2,ìÏìÏìå,8,1009.0,8
4368,4368,2020-07-01,2,00:00:00,764,24.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,3.4,ìÏìÏêº,8,1001.0,8,20.6,8,0.0,8,1,0,1,2.0,8,1,0.0,1.0,1,87.0,1,4.9,êº,8,1003.7,8,22.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,1.3,ìÏìÏìå,8,1003.0,8
4536,4536,2020-07-08,2,00:00:00,790,22.2,8,0.0,8,1,0,1,10.5,8,1,0.0,1.0,1,97,1,2.6,ìÏ,8,1003.6,8,28.1,8,0.0,8,1,0,1,1.0,8,1,0.0,1.0,1,85.0,1,5.4,ìÏêº,8,1005.0,8,26.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,6.9,êºìÏêº,8,1003.7,8
4704,4704,2020-07-15,2,00:00:00,774,22.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,1.2,êº,8,1004.6,8,23.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,2.6,ìÏêº,8,1005.3,8,21.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,92.0,1,0.9,êºìÏêº,8,1005.1,8
4872,4872,2020-07-22,2,00:00:00,889,26.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88,1,1.4,ìÏìå,8,1012.2,8,27.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,2.4,ñkñkêº,8,1012.8,8,27.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,87.0,1,2.2,ìÏêº,8,1012.9,8
5040,5040,2020-07-29,2,00:00:00,842,26.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,1.7,ìÏìÏìå,8,1013.3,8,27.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,93.0,1,0.7,ìÏìÏìå,8,1013.8,8,25.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,0.4,êºñkêº,8,1013.9,8
5208,5208,2020-08-05,2,00:00:00,931,28.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,1.0,ìåìÏìå,8,1015.6,8,28.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,2.0,ìÏìÏìå,8,1016.0,8,28.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.1,ìÏêº,8,1015.8,8
5376,5376,2020-08-12,2,00:00:00,868,26.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91,1,1.3,ìÏìÏìå,8,1015.7,8,29.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,1.0,ìÏìÏêº,8,1017.1,8,28.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,0.9,ìÏìÏìå,8,1016.6,8
5544,5544,2020-08-19,2,00:00:00,968,27.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.1,ìÏìÏêº,8,1011.5,8,28.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.0,ñkñkêº,8,1010.6,8,28.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,0.5,ñkñkìå,8,1010.8,8
5712,5712,2020-08-26,2,00:00:00,977,30.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65,1,3.5,ìÏìå,8,1005.4,8,29.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.0,ìåìÏìå,8,1005.5,8,28.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,2.5,ìåìÏìå,8,1005.4,8
5880,5880,2020-09-02,2,00:00:00,973,30.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,1.0,ìåìÏìå,8,1004.8,8,29.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80.0,1,3.9,ìåìÏìå,8,1003.4,8,27.6,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,78.0,1,1.9,ñkñkìå,8,1004.7,8
6048,6048,2020-09-09,2,00:00:00,830,26.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.8,ìÏìå,8,1014.5,8,24.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,2.5,ñk,8,1015.5,8,24.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.8,ñk,8,1015.7,8
6216,6216,2020-09-16,2,00:00:00,804,24.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,2.8,ìÏìå,8,1011.2,8,24.3,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,88.0,1,1.8,ñkñkìå,8,1011.6,8,24.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,1.4,ñk,8,1011.7,8
6384,6384,2020-09-23,2,00:00:00,720,21.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,1.0,ìÏêº,8,1012.7,8,25.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57.0,1,3.0,ñkñkìå,8,1010.0,8,21.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,1.8,ñk,8,1011.1,8
6552,6552,2020-09-30,2,00:00:00,726,20.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,0.7,ìåìÏìå,8,1007.3,8,22.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,1.9,ñk,8,1006.3,8,20.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.8,ñk,8,1007.1,8
6720,6720,2020-10-07,2,00:00:00,726,18.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.0,ìåñkìå,8,1020.8,8,19.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,3.2,ñkñkêº,8,1016.9,8,17.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,2.5,ñkñkêº,8,1019.0,8
6888,6888,2020-10-14,2,00:00:00,737,19.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.6,êºìÏêº,8,1019.5,8,19.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.8,ñkñkêº,8,1017.2,8,17.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,1.5,ñkñkìå,8,1018.5,8
7056,7056,2020-10-21,2,00:00:00,732,14.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,1.0,ìÏ,8,1022.1,8,19.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63.0,1,4.9,ñkìå,8,1020.6,8,14.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,0.9,ñkñkêº,8,1021.7,8
7224,7224,2020-10-28,2,00:00:00,729,14.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,0.9,ìÏìÏìå,8,1021.0,8,16.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,3.6,ñk,8,1020.0,8,12.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,86.0,1,0.9,ñk,8,1020.9,8
7392,7392,2020-11-04,2,00:00:00,752,12.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,45,1,2.8,êºñkêº,8,1020.4,8,11.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63.0,1,3.2,ñkñkêº,8,1019.3,8,8.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.4,ìÏ,8,1020.9,8
7560,7560,2020-11-11,2,00:00:00,804,9.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,1.1,ìÏìå,8,1028.3,8,11.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.9,ñkñkêº,8,1026.3,8,8.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,0.6,ìå,8,1027.9,8
7728,7728,2020-11-18,2,00:00:00,747,18.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.6,ìåìÏìå,8,1023.3,8,20.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,4.1,ñkñkìå,8,1023.5,8,17.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,88.0,1,0.9,ñkñkêº,8,1023.8,8
7896,7896,2020-11-25,2,00:00:00,770,12.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,1.2,ìÏìå,8,1024.2,8,15.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,3.1,ñkñkêº,8,1023.3,8,13.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,0.8,ñkñkêº,8,1024.2,8
8064,8064,2020-12-02,2,00:00:00,866,7.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.0,ìÏìÏêº,8,1028.2,8,11.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71.0,1,3.9,ñk,8,1025.9,8,6.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,0.7,ñk,8,1027.9,8
8232,8232,2020-12-09,2,00:00:00,879,8.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65,1,1.1,ìåìÏìå,8,1025.1,8,11.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,3.2,ñkêº,8,1024.3,8,5.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.1,ñk,8,1025.1,8
8400,8400,2020-12-16,2,00:00:00,1056,4.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,42,1,6.3,ñkêº,8,1026.7,8,3.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57.0,1,2.6,ñkñkêº,8,1026.1,8,-1.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.9,ñk,8,1027.5,8
8568,8568,2020-12-23,2,00:00:00,997,5.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,1.0,ìÏìå,8,1027.1,8,4.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,3.5,ñkñkêº,8,1027.0,8,3.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,1.6,ñkñkìå,8,1027.6,8
8736,8736,2020-12-30,2,00:00:00,780,10.9,8,0.0,8,1,0,1,2.5,8,1,0.0,1.0,1,97,1,4.3,ñkñkêº,8,1009.9,8,15.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,98.0,1,1.6,ìÏêº,8,1008.0,8,11.4,8,0.0,8,1,8,1,1.0,8,1,0.0,1.0,1,100.0,1,0.8,ìÏìÏêº,8,1007.7,8
8904,8904,2021-01-06,2,00:00:00,947,7.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,48,1,3.9,ñkñkêº,8,1022.8,8,7.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67.0,1,2.4,ñkêº,8,1022.1,8,5.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.6,ìå,8,1022.5,8
